AGENT_ID,TOTAL_POLICIES,FRAUD_CASES_HANDLED,AVG_CLAIM_AMOUNT,APPROVAL_RATE,CUSTOMER_COMPLAINTS,YEARS_EXPERIENCE,PERFORMANCE_SCORE,STATE
AGT0069,48,3,16058,0.833,12,16,99.64,NY
AGT0069,103,12,12848,0.934,7,13,83.77,CA
AGT0043,331,26,15435,0.666,12,10,62.21,WA
AGT0035,351,18,9939,0.765,14,6,70.38,WA
AGT0161,327,7,9833,0.894,3,22,81.4,MI
AGT0085,453,21,1498,0.784,12,24,93.37,CA
AGT0112,430,0,14389,0.93,3,2,85.71,IL
AGT0064,170,11,14055,0.535,1,23,57.27,FL
AGT0085,102,22,10700,0.474,3,20,80.2,IL
AGT0097,216,23,14758,0.482,6,21,59.86,CA
AGT0063,464,15,13510,0.869,2,11,68.72,OH
AGT0120,484,8,4424,0.429,8,10,98.24,OH
AGT0094,110,14,5253,0.845,8,15,94.6,FL
AGT0154,81,5,13338,0.655,10,18,62.84,OH
AGT0156,371,28,2861,0.78,13,23,86.43,OH
AGT0127,440,25,17673,0.81,2,7,66.48,GA
AGT0021,475,21,7623,0.633,14,24,50.39,FL
AGT0179,480,10,12452,0.48,12,10,92.51,TX
AGT0140,148,4,10916,0.739,0,16,91.12,NY
AGT0148,401,1,13702,0.926,9,20,64.71,CA
AGT0130,340,11,7757,0.414,3,16,88.6,GA
AGT0104,174,24,14313,0.525,1,2,51.57,FL
AGT0113,17,11,4291,0.881,10,22,76.99,NY
AGT0024,330,23,7162,0.438,0,2,99.08,CA
