POLICY_NUMBER,CUSTOMER_ID,AGENT_ID,INSURANCE_TYPE,POLICY_EFF_DT,PREMIUM_AMOUNT,RISK_SEGMENTATION,CLAIM_STATUS,STATE,IS_FRAUD
POL001283,CUST01283,AGT0025,Life,2021-07-03,4217,Low,Approved,OH,0
POL001284,CUST01284,AGT0160,Travel,2023-03-26,3919,Low,Approved,OH,0
POL001285,CUST01285,AGT0127,Home,2015-06-26,4963,Low,Under Investigation,OH,0
POL001286,CUST01286,AGT0157,Health,2017-12-11,3086,Low,Approved,NY,0
POL001287,CUST01287,AGT0011,Life,2020-06-21,1790,High,Under Investigation,GA,0
POL001288,CUST01288,AGT0076,Health,2021-05-04,4383,Medium,Under Investigation,FL,0
POL001289,CUST01289,AGT0054,Life,2021-08-13,1691,Low,Approved,IL,0
POL001290,CUST01290,AGT0125,Life,2021-03-31,1809,Low,Approved,IL,0
POL001291,CUST01291,AGT0165,Auto,2015-10-03,4228,Low,Rejected,NC,0
POL001292,CUST01292,AGT0046,Auto,2017-04-14,4467,High,Approved,MI,0
POL001293,CUST01293,AGT0154,Auto,2019-03-22,2027,Medium,Approved,GA,0
POL001294,CUST01294,AGT0117,Auto,2015-07-29,3782,Low,Approved,TX,0
POL001295,CUST01295,AGT0165,Health,2018-02-01,4650,Low,Approved,GA,0
POL001296,CUST01296,AGT0017,Auto,2018-06-19,4094,Low,Under Investigation,NY,0
POL001297,CUST01297,AGT0199,Travel,2023-10-20,522,Low,Rejected,CA,1
POL001298,CUST01298,AGT0087,Travel,2017-11-08,3490,High,Under Investigation,TX,0
POL001299,CUST01299,AGT0057,Auto,2023-09-27,1264,Medium,Rejected,WA,0
POL001300,CUST01300,AGT0037,Health,2021-04-20,4308,Low,Rejected,IL,0
POL001301,CUST01301,AGT0197,Life,2021-03-24,801,Medium,Approved,FL,0
POL001302,CUST01302,AGT0177,Life,2022-05-17,4968,Low,Under Investigation,TX,0
POL001303,CUST01303,AGT0027,Home,2022-07-30,1297,Low,Under Investigation,GA,0
POL001304,CUST01304,AGT0089,Travel,2016-12-31,2390,Medium,Rejected,NC,0
POL001305,CUST01305,AGT0147,Life,2018-10-15,1553,Low,Rejected,NY,0
POL001306,CUST01306,AGT0119,Life,2019-10-02,4162,Low,Approved,TX,0
POL001307,CUST01307,AGT0038,Home,2023-10-15,2270,Medium,Approved,NY,0
POL001308,CUST01308,AGT0073,Home,2015-05-14,3850,High,Under Investigation,GA,0
POL001309,CUST01309,AGT0074,Health,2019-04-16,802,Low,Approved,TX,1
POL001310,CUST01310,AGT0058,Home,2016-12-05,2537,Medium,Approved,FL,0
POL001311,CUST01311,AGT0193,Travel,2016-11-10,4599,Low,Approved,CA,0
POL001312,CUST01312,AGT0041,Health,2021-11-08,4671,Medium,Approved,IL,0
POL001313,CUST01313,AGT0142,Auto,2016-10-25,1439,Low,Approved,TX,0
POL001314,CUST01314,AGT0183,Home,2022-02-20,2274,Medium,Approved,TX,1
POL001315,CUST01315,AGT0159,Life,2023-12-11,2341,Low,Approved,TX,1
POL001316,CUST01316,AGT0160,Travel,2021-12-26,3044,High,Approved,NC,0
POL001317,CUST01317,AGT0032,Home,2016-07-12,2918,High,Approved,IL,0
POL001318,CUST01318,AGT0027,Life,2016-04-12,976,Low,Approved,WA,1
POL001319,CUST01319,AGT0157,Health,2018-12-07,3932,Medium,Rejected,NY,0
POL001320,CUST01320,AGT0150,Home,2019-12-16,1515,Low,Approved,FL,0
POL001321,CUST01321,AGT0149,Home,2022-01-01,1917,Medium,Approved,FL,0
POL001322,CUST01322,AGT0084,Health,2018-10-21,4283,Low,Approved,WA,0
POL001323,CUST01323,AGT0105,Life,2016-07-02,3603,Low,Approved,OH,1
POL001324,CUST01324,AGT0004,Travel,2023-12-03,2284,Medium,Under Investigation,NY,0
POL001325,CUST01325,AGT0059,Health,2023-02-20,4606,Low,Approved,GA,0
POL001326,CUST01326,AGT0106,Auto,2020-11-19,2273,Medium,Approved,OH,0
POL001327,CUST01327,AGT0026,Travel,2021-04-04,3044,Medium,Rejected,TX,0
POL001328,CUST01328,AGT0027,Travel,2023-06-01,1606,Low,Approved,NC,0
POL001329,CUST01329,AGT0010,Travel,2019-04-10,1324,Low,Rejected,TX,0
POL001330,CUST01330,AGT0042,Health,2016-04-22,2712,Medium,Under Investigation,TX,0
POL001331,CUST01331,AGT0199,Life,2020-06-14,3033,Medium,Rejected,NC,0
POL001332,CUST01332,AGT0140,Life,2019-01-21,4126,Low,Under Investigation,IL,0
POL001333,CUST01333,AGT0190,Life,2022-03-12,2259,Low,Approved,FL,0
POL001334,CUST01334,AGT0052,Travel,2021-12-10,4528,Medium,Approved,CA,0
POL001335,CUST01335,AGT0120,Travel,2019-03-30,3233,Medium,Approved,OH,0
POL001336,CUST01336,AGT0179,Home,2018-04-23,815,Medium,Approved,GA,0
POL001337,CUST01337,AGT0071,Auto,2018-10-18,3825,Low,Approved,FL,0
POL001338,CUST01338,AGT0132,Auto,2020-09-09,3086,Medium,Approved,IL,0
POL001339,CUST01339,AGT0139,Travel,2020-09-24,2252,Medium,Approved,NY,0
POL001340,CUST01340,AGT0167,Travel,2019-08-09,2602,Low,Approved,MI,0
POL001341,CUST01341,AGT0194,Auto,2019-10-14,1858,Low,Rejected,NC,1
POL001342,CUST01342,AGT0124,Health,2023-12-04,3264,Low,Approved,FL,0
POL001343,CUST01343,AGT0117,Health,2017-04-13,3051,Medium,Approved,OH,0
POL001344,CUST01344,AGT0174,Health,2016-07-25,2512,Low,Approved,WA,0
POL001345,CUST01345,AGT0137,Life,2022-03-11,1783,Medium,Rejected,NY,0
POL001346,CUST01346,AGT0073,Home,2023-06-01,2293,Medium,Approved,TX,0
POL001347,CUST01347,AGT0127,Home,2020-06-23,2740,Low,Rejected,FL,0
POL001348,CUST01348,AGT0110,Home,2018-08-12,2623,Medium,Approved,GA,0
POL001349,CUST01349,AGT0046,Life,2018-02-19,1891,Medium,Approved,WA,0
POL001350,CUST01350,AGT0104,Life,2019-03-18,3118,Low,Under Investigation,NY,1
POL001351,CUST01351,AGT0125,Auto,2015-06-22,1519,Medium,Approved,CA,0
POL001352,CUST01352,AGT0181,Auto,2019-10-03,2754,Medium,Approved,TX,0
POL001353,CUST01353,AGT0117,Health,2017-06-04,1046,Low,Approved,IL,0
POL001354,CUST01354,AGT0033,Home,2017-05-21,2624,Medium,Approved,CA,0
POL001355,CUST01355,AGT0198,Travel,2020-01-16,4027,Medium,Approved,CA,0
POL001356,CUST01356,AGT0116,Travel,2023-09-02,4180,Low,Approved,GA,1
POL001357,CUST01357,AGT0058,Life,2016-11-07,3626,High,Approved,MI,0
POL001358,CUST01358,AGT0151,Auto,2023-03-15,3855,Medium,Under Investigation,FL,0
POL001359,CUST01359,AGT0077,Auto,2019-09-03,796,Medium,Approved,OH,0
POL001360,CUST01360,AGT0075,Home,2023-10-02,2036,Low,Approved,OH,0
POL001361,CUST01361,AGT0168,Home,2018-06-09,3444,Low,Rejected,GA,0
POL001362,CUST01362,AGT0174,Life,2023-12-20,4102,Low,Approved,WA,0
POL001363,CUST01363,AGT0105,Auto,2020-12-08,3122,Medium,Under Investigation,MI,0
POL001364,CUST01364,AGT0075,Travel,2021-01-09,4341,Medium,Approved,NY,1
POL001365,CUST01365,AGT0173,Home,2020-01-25,1728,Medium,Rejected,WA,0
POL001366,CUST01366,AGT0035,Home,2019-01-24,1190,Low,Under Investigation,CA,0
POL001367,CUST01367,AGT0150,Auto,2019-09-22,888,Medium,Approved,WA,0
POL001368,CUST01368,AGT0117,Travel,2022-08-27,3122,Medium,Rejected,TX,1
POL001369,CUST01369,AGT0171,Home,2022-02-16,3493,Medium,Rejected,TX,0
POL001370,CUST01370,AGT0085,Health,2015-03-20,1783,Medium,Rejected,TX,0
POL001371,CUST01371,AGT0167,Health,2021-04-01,4026,High,Approved,TX,1
POL001372,CUST01372,AGT0004,Health,2022-07-04,3826,Low,Approved,IL,0
POL001373,CUST01373,AGT0152,Auto,2021-09-11,2120,Medium,Approved,GA,0
POL001374,CUST01374,AGT0014,Travel,2019-06-23,1574,High,Under Investigation,NC,0
POL001375,CUST01375,AGT0129,Travel,2018-01-07,3840,Medium,Approved,CA,0
POL001376,CUST01376,AGT0040,Travel,2021-01-21,3521,Low,Approved,FL,1
POL001377,CUST01377,AGT0193,Health,2020-12-20,1268,High,Under Investigation,TX,0
POL001378,CUST01378,AGT0154,Home,2018-05-14,1648,Low,Approved,TX,0
POL001379,CUST01379,AGT0021,Home,2018-08-28,2686,Low,Approved,NC,0
POL001380,CUST01380,AGT0179,Home,2018-04-26,2800,Low,Approved,GA,0
POL001381,CUST01381,AGT0051,Home,2015-05-28,1246,Low,Rejected,FL,0
POL001382,CUST01382,AGT0110,Home,2015-04-15,4768,Low,Approved,NY,1
POL001383,CUST01383,AGT0018,Life,2015-10-01,2248,Low,Approved,WA,0
POL001384,CUST01384,AGT0022,Auto,2018-10-24,2215,High,Approved,OH,0
POL001385,CUST01385,AGT0049,Auto,2019-08-05,772,Low,Approved,FL,0
POL001386,CUST01386,AGT0107,Travel,2018-09-03,4440,Medium,Approved,WA,1
POL001387,CUST01387,AGT0109,Travel,2023-08-05,1558,High,Approved,TX,0
POL001388,CUST01388,AGT0172,Travel,2017-01-08,4941,Medium,Rejected,FL,0
POL001389,CUST01389,AGT0034,Health,2018-07-15,2732,Low,Approved,GA,0
POL001390,CUST01390,AGT0150,Home,2017-03-23,4436,Low,Approved,OH,1
POL001391,CUST01391,AGT0002,Auto,2017-09-11,1306,Medium,Approved,CA,0
POL001392,CUST01392,AGT0059,Health,2020-04-03,1246,Medium,Approved,MI,0
POL001393,CUST01393,AGT0036,Life,2017-10-15,4105,Medium,Rejected,FL,1
POL001394,CUST01394,AGT0025,Health,2017-11-10,4188,Low,Approved,GA,1
POL001395,CUST01395,AGT0117,Home,2021-01-13,2943,Medium,Under Investigation,NY,0
POL001396,CUST01396,AGT0181,Auto,2022-06-21,644,Medium,Rejected,NC,0
POL001397,CUST01397,AGT0134,Home,2016-11-29,4746,Medium,Rejected,MI,0
POL001398,CUST01398,AGT0171,Life,2016-01-02,2269,High,Rejected,NC,0
POL001399,CUST01399,AGT0119,Home,2017-02-25,4711,Medium,Approved,WA,0
POL001400,CUST01400,AGT0011,Home,2020-03-13,4418,Medium,Under Investigation,OH,0
POL001401,CUST01401,AGT0070,Travel,2023-08-20,4331,Medium,Rejected,CA,0
POL001402,CUST01402,AGT0165,Health,2016-06-09,3599,Medium,Approved,OH,1
POL001403,CUST01403,AGT0009,Health,2015-05-21,3529,Medium,Approved,IL,0
POL001404,CUST01404,AGT0020,Life,2019-10-02,2897,Low,Approved,NC,0
POL001405,CUST01405,AGT0167,Home,2023-12-01,611,Medium,Rejected,FL,0
POL001406,CUST01406,AGT0013,Travel,2019-12-21,2245,Medium,Approved,GA,0
POL001407,CUST01407,AGT0192,Auto,2023-04-26,3787,Low,Rejected,IL,0
POL001408,CUST01408,AGT0152,Auto,2020-10-11,4155,Low,Approved,GA,1
POL001409,CUST01409,AGT0134,Health,2015-04-14,3018,Medium,Approved,IL,0
POL001410,CUST01410,AGT0108,Home,2018-11-05,3693,Medium,Approved,NY,0
POL001411,CUST01411,AGT0018,Travel,2021-12-05,597,Low,Approved,FL,0
POL001412,CUST01412,AGT0083,Home,2019-08-02,2607,Low,Approved,MI,0
POL001413,CUST01413,AGT0162,Home,2016-10-02,2784,Low,Rejected,CA,0
POL001414,CUST01414,AGT0181,Auto,2016-08-17,4516,High,Approved,FL,0
POL001415,CUST01415,AGT0090,Home,2020-12-20,1899,High,Under Investigation,IL,1
POL001416,CUST01416,AGT0168,Home,2019-03-02,1534,Medium,Rejected,TX,0
POL001417,CUST01417,AGT0156,Home,2020-03-01,2085,Low,Rejected,WA,0
POL001418,CUST01418,AGT0012,Life,2018-05-10,1266,Medium,Approved,NY,0
POL001419,CUST01419,AGT0125,Home,2018-01-19,3012,Medium,Rejected,FL,0
POL001420,CUST01420,AGT0124,Auto,2020-12-28,3392,High,Under Investigation,FL,0
POL001421,CUST01421,AGT0109,Auto,2015-01-26,4105,Low,Rejected,TX,0
POL001422,CUST01422,AGT0155,Auto,2018-11-29,4873,Low,Approved,GA,0
POL001423,CUST01423,AGT0178,Life,2018-05-03,831,Medium,Rejected,IL,0
POL001424,CUST01424,AGT0111,Travel,2022-01-04,1612,Low,Approved,FL,0
POL001425,CUST01425,AGT0065,Travel,2021-07-21,1853,Medium,Approved,MI,0
POL001426,CUST01426,AGT0197,Health,2018-10-31,1623,Medium,Rejected,GA,0
POL001427,CUST01427,AGT0193,Auto,2017-05-13,4222,Low,Rejected,IL,1
POL001428,CUST01428,AGT0138,Life,2017-02-13,1127,Low,Approved,OH,1
POL001429,CUST01429,AGT0129,Auto,2016-11-25,633,Medium,Approved,GA,0
POL001430,CUST01430,AGT0021,Life,2017-06-18,4372,Medium,Under Investigation,TX,0
POL001431,CUST01431,AGT0081,Health,2021-11-04,4826,Low,Approved,MI,0
POL001432,CUST01432,AGT0040,Travel,2015-05-29,1518,Low,Approved,FL,0
POL001433,CUST01433,AGT0103,Life,2015-03-27,1997,Medium,Rejected,CA,1
POL001434,CUST01434,AGT0166,Life,2019-11-10,2764,Low,Rejected,OH,0
POL001435,CUST01435,AGT0045,Home,2017-01-04,2866,Medium,Approved,MI,0
POL001436,CUST01436,AGT0200,Travel,2022-06-23,4958,Medium,Approved,NC,0
POL001437,CUST01437,AGT0026,Home,2021-10-07,2318,Low,Approved,NY,0
POL001438,CUST01438,AGT0020,Life,2021-12-02,554,Medium,Approved,NY,0
POL001439,CUST01439,AGT0195,Health,2019-02-10,2402,Medium,Rejected,OH,0
POL001440,CUST01440,AGT0021,Home,2018-12-09,3004,Low,Rejected,FL,0
POL001441,CUST01441,AGT0148,Travel,2018-10-30,2826,Medium,Approved,MI,0
POL001442,CUST01442,AGT0153,Health,2016-10-06,2805,High,Approved,FL,1
POL001443,CUST01443,AGT0067,Auto,2020-02-08,4651,Medium,Approved,FL,0
POL001444,CUST01444,AGT0013,Health,2022-10-08,4133,Low,Approved,CA,1
POL001445,CUST01445,AGT0062,Health,2017-04-23,1632,Medium,Approved,GA,0
POL001446,CUST01446,AGT0014,Home,2015-07-06,2098,Low,Approved,CA,0
POL001447,CUST01447,AGT0135,Auto,2020-01-30,3504,Medium,Rejected,MI,0
POL001448,CUST01448,AGT0178,Auto,2018-08-04,2346,Medium,Approved,WA,0
POL001449,CUST01449,AGT0200,Health,2022-03-05,2427,Low,Rejected,TX,0
POL001450,CUST01450,AGT0161,Home,2022-09-15,1255,Low,Approved,CA,0
POL001451,CUST01451,AGT0155,Auto,2023-07-21,1644,High,Rejected,WA,0
POL001452,CUST01452,AGT0177,Health,2018-07-15,3833,Low,Under Investigation,TX,0
POL001453,CUST01453,AGT0154,Health,2023-02-11,4293,Medium,Approved,IL,0
POL001454,CUST01454,AGT0131,Auto,2016-01-23,4031,Medium,Approved,MI,0
POL001455,CUST01455,AGT0200,Health,2018-05-09,1885,Medium,Rejected,TX,0
POL001456,CUST01456,AGT0065,Health,2017-05-23,1114,Low,Approved,GA,1
POL001457,CUST01457,AGT0083,Auto,2023-04-22,1218,Low,Approved,NY,0
POL001458,CUST01458,AGT0182,Life,2020-05-25,2270,Low,Approved,IL,0
POL001459,CUST01459,AGT0063,Auto,2018-04-17,2829,Medium,Under Investigation,WA,0
POL001460,CUST01460,AGT0060,Home,2016-05-14,4518,High,Approved,GA,0
POL001461,CUST01461,AGT0031,Life,2022-01-16,4544,High,Approved,NY,0
POL001462,CUST01462,AGT0056,Travel,2020-11-22,512,Low,Approved,WA,0
POL001463,CUST01463,AGT0119,Home,2022-09-03,3684,Low,Rejected,OH,0
POL001464,CUST01464,AGT0178,Home,2018-12-10,1844,Low,Approved,CA,0
POL001465,CUST01465,AGT0028,Life,2016-05-07,1390,High,Under Investigation,NY,0
POL001466,CUST01466,AGT0137,Travel,2018-01-03,2997,Low,Rejected,FL,0
POL001467,CUST01467,AGT0154,Health,2020-07-30,652,Low,Approved,GA,0
POL001468,CUST01468,AGT0180,Life,2017-03-02,2003,Medium,Approved,MI,0
POL001469,CUST01469,AGT0151,Home,2015-08-21,2985,Medium,Rejected,CA,0
POL001470,CUST01470,AGT0032,Auto,2022-05-29,1724,Low,Rejected,NC,0
POL001471,CUST01471,AGT0098,Life,2019-10-10,3170,Medium,Approved,WA,0
POL001472,CUST01472,AGT0191,Travel,2018-07-27,2570,Low,Approved,WA,0
POL001473,CUST01473,AGT0182,Auto,2019-12-22,4097,Low,Approved,GA,1
POL001474,CUST01474,AGT0123,Auto,2021-08-23,1316,Low,Approved,NY,0
POL001475,CUST01475,AGT0193,Travel,2015-01-05,756,Low,Approved,TX,0
POL001476,CUST01476,AGT0134,Home,2018-12-18,2883,High,Approved,WA,0
POL001477,CUST01477,AGT0013,Health,2017-04-15,1656,Medium,Approved,IL,0
POL001478,CUST01478,AGT0183,Life,2015-10-29,3680,Medium,Under Investigation,NY,0
POL001479,CUST01479,AGT0034,Health,2015-04-29,919,Low,Rejected,NC,0
POL001480,CUST01480,AGT0077,Health,2018-12-18,3088,Medium,Rejected,NC,0
POL001481,CUST01481,AGT0048,Health,2019-11-23,4954,High,Rejected,MI,0
POL001482,CUST01482,AGT0144,Home,2019-07-27,918,Low,Rejected,MI,1
POL001483,CUST01483,AGT0006,Auto,2022-01-16,1858,High,Approved,MI,0
POL001484,CUST01484,AGT0129,Health,2019-02-13,4299,Medium,Rejected,TX,0
POL001485,CUST01485,AGT0173,Health,2020-04-22,2901,Medium,Approved,TX,0
POL001486,CUST01486,AGT0158,Auto,2022-05-06,1287,Low,Approved,FL,1
POL001487,CUST01487,AGT0062,Life,2020-11-29,1459,Medium,Under Investigation,GA,0
POL001488,CUST01488,AGT0180,Auto,2023-03-13,3941,Medium,Under Investigation,OH,0
POL001489,CUST01489,AGT0073,Travel,2016-12-29,4374,High,Approved,MI,0
POL001490,CUST01490,AGT0137,Auto,2022-01-29,2122,High,Rejected,MI,0
POL001491,CUST01491,AGT0102,Health,2021-04-08,2632,Low,Approved,MI,1
POL001492,CUST01492,AGT0014,Auto,2020-03-30,4022,High,Approved,CA,0
POL001493,CUST01493,AGT0001,Health,2015-01-13,1296,High,Approved,GA,0
POL001494,CUST01494,AGT0037,Life,2019-11-15,1428,Medium,Approved,MI,0
POL001495,CUST01495,AGT0187,Auto,2022-09-21,3984,Low,Rejected,WA,0
POL001496,CUST01496,AGT0191,Home,2020-10-19,1339,Low,Approved,NY,0
POL001497,CUST01497,AGT0083,Life,2015-01-17,3968,Low,Approved,NC,0
POL001498,CUST01498,AGT0194,Home,2017-08-03,2736,Low,Under Investigation,IL,0
POL001499,CUST01499,AGT0010,Auto,2020-02-14,4955,High,Approved,TX,0
POL001500,CUST01500,AGT0194,Life,2022-04-21,648,Low,Approved,NY,0
POL001501,CUST01501,AGT0047,Auto,2019-01-02,4756,Medium,Approved,FL,0
POL001502,CUST01502,AGT0008,Auto,2022-09-16,1513,Medium,Approved,WA,0
POL001503,CUST01503,AGT0152,Home,2022-02-28,657,Medium,Approved,TX,0
POL001504,CUST01504,AGT0077,Health,2017-05-28,3758,Low,Rejected,TX,0
POL001505,CUST01505,AGT0059,Auto,2016-10-02,2896,Medium,Under Investigation,OH,0
POL001506,CUST01506,AGT0152,Life,2023-02-14,4268,Medium,Approved,OH,0
POL001507,CUST01507,AGT0067,Home,2020-04-20,987,Medium,Approved,OH,0
POL001508,CUST01508,AGT0151,Travel,2022-08-20,863,Low,Approved,TX,0
POL001509,CUST01509,AGT0040,Home,2023-04-19,3052,Medium,Under Investigation,IL,0
POL001510,CUST01510,AGT0018,Home,2018-10-26,4469,Low,Approved,WA,0
POL001511,CUST01511,AGT0065,Travel,2015-05-31,2325,Medium,Approved,CA,1
POL001512,CUST01512,AGT0122,Auto,2023-03-06,4088,Low,Under Investigation,NC,0
POL001513,CUST01513,AGT0045,Health,2020-04-01,4577,Low,Approved,TX,0
POL001514,CUST01514,AGT0029,Life,2016-01-31,4413,Medium,Approved,FL,0
POL001515,CUST01515,AGT0150,Health,2019-10-07,2789,Low,Approved,MI,0
POL001516,CUST01516,AGT0099,Travel,2015-04-02,3642,High,Approved,FL,0
POL001517,CUST01517,AGT0087,Health,2017-08-10,2865,High,Under Investigation,OH,1
POL001518,CUST01518,AGT0048,Home,2018-02-17,3533,Low,Approved,NY,0
POL001519,CUST01519,AGT0004,Travel,2019-02-02,3051,Low,Approved,GA,0
POL001520,CUST01520,AGT0011,Health,2020-02-02,2862,Low,Approved,IL,0
POL001521,CUST01521,AGT0137,Travel,2022-07-21,2465,High,Approved,IL,0
POL001522,CUST01522,AGT0017,Auto,2018-02-28,3437,Medium,Approved,MI,0
POL001523,CUST01523,AGT0050,Health,2021-08-13,3879,Low,Under Investigation,OH,0
POL001524,CUST01524,AGT0183,Home,2023-06-23,4635,Medium,Approved,OH,0
POL001525,CUST01525,AGT0069,Home,2021-09-25,3259,Low,Under Investigation,MI,0
POL001526,CUST01526,AGT0149,Travel,2017-04-16,952,Medium,Rejected,IL,0
POL001527,CUST01527,AGT0069,Travel,2021-02-05,3143,Medium,Approved,MI,0
POL001528,CUST01528,AGT0187,Life,2017-07-13,1920,Low,Rejected,NC,0
POL001529,CUST01529,AGT0165,Life,2019-04-20,620,Medium,Rejected,MI,1
POL001530,CUST01530,AGT0094,Health,2020-09-17,826,Low,Rejected,IL,0
POL001531,CUST01531,AGT0137,Travel,2017-08-21,3160,Medium,Approved,OH,0
POL001532,CUST01532,AGT0083,Life,2015-01-13,4751,Medium,Approved,TX,1
POL001533,CUST01533,AGT0189,Auto,2022-07-13,2775,High,Approved,TX,0
POL001534,CUST01534,AGT0072,Travel,2021-07-18,2503,Low,Rejected,TX,0
POL001535,CUST01535,AGT0168,Health,2016-02-09,898,High,Approved,GA,1
POL001536,CUST01536,AGT0124,Home,2018-05-25,3539,Low,Approved,NY,0
POL001537,CUST01537,AGT0129,Home,2017-05-09,749,High,Approved,FL,0
POL001538,CUST01538,AGT0071,Travel,2023-10-18,4285,Low,Approved,GA,0
POL001539,CUST01539,AGT0167,Health,2023-06-22,4173,Medium,Rejected,NY,0
POL001540,CUST01540,AGT0150,Health,2021-03-21,4959,Low,Rejected,TX,0
POL001541,CUST01541,AGT0164,Auto,2018-12-19,1779,High,Rejected,OH,0
POL001542,CUST01542,AGT0161,Health,2015-06-21,1228,High,Approved,OH,0
POL001543,CUST01543,AGT0032,Auto,2017-03-22,1847,Low,Approved,TX,0
POL001544,CUST01544,AGT0176,Home,2015-11-01,4097,Medium,Rejected,FL,0
POL001545,CUST01545,AGT0169,Travel,2022-02-07,1484,Medium,Approved,FL,0
POL001546,CUST01546,AGT0049,Home,2015-10-17,4493,Low,Rejected,GA,0
POL001547,CUST01547,AGT0197,Travel,2021-02-04,1193,Medium,Approved,FL,0
POL001548,CUST01548,AGT0106,Travel,2023-07-28,719,Medium,Approved,CA,0
POL001549,CUST01549,AGT0065,Auto,2017-10-08,1487,Medium,Approved,FL,0
POL001550,CUST01550,AGT0045,Home,2021-02-25,3893,Low,Rejected,IL,0
POL001551,CUST01551,AGT0073,Home,2022-11-28,3210,High,Approved,NC,1
POL001552,CUST01552,AGT0008,Health,2018-11-06,2096,Low,Under Investigation,CA,0
POL001553,CUST01553,AGT0139,Travel,2019-01-14,3452,Medium,Approved,MI,0
POL001554,CUST01554,AGT0142,Health,2016-10-20,3418,Low,Approved,NY,0
POL001555,CUST01555,AGT0134,Auto,2018-11-05,2996,Low,Rejected,NY,0
POL001556,CUST01556,AGT0110,Home,2022-11-10,2813,Low,Approved,CA,0
POL001557,CUST01557,AGT0073,Health,2020-12-19,956,Low,Approved,FL,0
POL001558,CUST01558,AGT0145,Health,2016-10-24,1668,Medium,Under Investigation,IL,0
POL001559,CUST01559,AGT0175,Home,2019-09-27,2874,Medium,Rejected,GA,0
POL001560,CUST01560,AGT0018,Life,2021-05-11,1108,Medium,Approved,NC,0
POL001561,CUST01561,AGT0077,Health,2015-09-12,2641,Medium,Rejected,OH,0
POL001562,CUST01562,AGT0200,Health,2021-11-13,1026,Low,Approved,TX,0
POL001563,CUST01563,AGT0173,Auto,2016-10-23,4042,Low,Approved,NY,0
POL001564,CUST01564,AGT0199,Health,2017-08-26,964,Medium,Approved,NC,0
POL001565,CUST01565,AGT0037,Home,2018-09-30,916,Medium,Approved,GA,0
POL001566,CUST01566,AGT0093,Life,2019-07-18,3370,Medium,Approved,OH,0
POL001567,CUST01567,AGT0027,Health,2023-03-30,1492,Low,Approved,OH,1
POL001568,CUST01568,AGT0174,Auto,2017-01-02,2081,Medium,Rejected,OH,1
POL001569,CUST01569,AGT0104,Home,2017-04-20,1914,Low,Approved,WA,0
POL001570,CUST01570,AGT0049,Life,2018-05-30,1474,Medium,Approved,OH,0
POL001571,CUST01571,AGT0019,Auto,2022-09-18,3928,Low,Rejected,OH,0
POL001572,CUST01572,AGT0148,Home,2023-09-07,3613,Medium,Under Investigation,NY,0
POL001573,CUST01573,AGT0163,Auto,2019-02-02,1574,Low,Approved,IL,0
POL001574,CUST01574,AGT0176,Home,2021-03-27,3590,Medium,Under Investigation,NC,0
POL001575,CUST01575,AGT0195,Life,2023-04-03,3710,Low,Rejected,MI,1
POL001576,CUST01576,AGT0163,Life,2022-08-13,2926,Medium,Approved,NC,0
POL001577,CUST01577,AGT0158,Life,2021-02-16,3102,Low,Approved,GA,0
POL001578,CUST01578,AGT0163,Life,2019-11-12,4707,Medium,Approved,NC,0
POL001579,CUST01579,AGT0200,Health,2023-11-09,2542,Low,Rejected,CA,0
POL001580,CUST01580,AGT0093,Travel,2017-02-24,2234,Low,Approved,FL,0
POL001581,CUST01581,AGT0152,Health,2018-04-07,2925,Medium,Approved,FL,0
POL001582,CUST01582,AGT0164,Health,2021-05-31,4261,Low,Rejected,GA,0
POL001583,CUST01583,AGT0024,Life,2015-03-10,3693,Low,Approved,NC,0
POL001584,CUST01584,AGT0139,Health,2019-07-03,838,Medium,Approved,TX,0
POL001585,CUST01585,AGT0068,Auto,2022-09-08,2566,Medium,Under Investigation,TX,0
POL001586,CUST01586,AGT0027,Life,2016-08-04,3829,High,Under Investigation,IL,0
POL001587,CUST01587,AGT0035,Life,2022-03-23,1507,Low,Rejected,WA,0
POL001588,CUST01588,AGT0023,Home,2018-09-17,4948,Medium,Approved,CA,0
POL001589,CUST01589,AGT0180,Auto,2022-09-28,4136,Medium,Approved,MI,0
POL001590,CUST01590,AGT0155,Life,2020-09-17,4309,Low,Approved,TX,0
POL001591,CUST01591,AGT0021,Auto,2016-05-31,867,Medium,Approved,FL,0
POL001592,CUST01592,AGT0126,Home,2021-08-13,3108,Low,Approved,GA,1
POL001593,CUST01593,AGT0133,Home,2015-07-04,2875,High,Under Investigation,NC,0
POL001594,CUST01594,AGT0104,Life,2017-03-10,3320,Medium,Rejected,MI,0
POL001595,CUST01595,AGT0122,Travel,2022-12-29,4326,Low,Approved,CA,0
POL001596,CUST01596,AGT0182,Auto,2022-11-18,2089,Low,Approved,CA,0
POL001597,CUST01597,AGT0104,Auto,2015-06-02,2902,Low,Approved,IL,0
POL001598,CUST01598,AGT0132,Home,2018-06-01,3557,Low,Approved,OH,0
POL001599,CUST01599,AGT0115,Travel,2015-11-06,3889,Medium,Rejected,FL,0
POL001600,CUST01600,AGT0080,Auto,2017-06-09,3966,Medium,Approved,GA,0
POL001601,CUST01601,AGT0179,Home,2023-09-15,2016,Medium,Rejected,FL,0
POL001602,CUST01602,AGT0083,Home,2016-10-03,4992,Low,Approved,WA,1
POL001603,CUST01603,AGT0160,Health,2020-10-08,543,Medium,Approved,TX,0
