TRANSACTION_ID,POLICY_NUMBER,CUSTOMER_ID,LOSS_DT,REPORT_DT,CLAIM_AMOUNT,PREMIUM_AMOUNT,INCIDENT_SEVERITY,INCIDENT_HOUR_OF_THE_DAY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,VENDOR_ID,IS_FRAUD
TXN0000222,POL000222,CUST00222,2021-04-13,2024-05-13,2387,2836,Moderate,12,Ambulance,0,0,NY,VND0018,0
TXN0000223,POL000223,CUST00223,2020-12-01,2020-05-02,4401,4214,Major,4,Fire,0,0,TX,VND0045,0
TXN0000224,POL000224,CUST00224,2019-07-15,2021-06-14,5828,2899,Moderate,17,None,0,1,NY,VND0001,0
TXN0000225,POL000225,CUST00225,2024-06-26,2021-10-22,6256,4018,Moderate,15,Fire,0,1,CA,VND0039,0
TXN0000226,POL000226,CUST00226,2019-04-16,2021-10-06,5441,1300,Moderate,1,Ambulance,0,0,GA,VND0042,0
TXN0000227,POL000227,CUST00227,2024-06-23,2021-07-13,33005,2522,Moderate,12,None,0,1,MI,VND0014,1
TXN0000228,POL000228,CUST00228,2019-05-10,2020-04-01,3602,3258,Major,18,Fire,0,0,NY,VND0006,0
TXN0000229,POL000229,CUST00229,2021-10-11,2019-08-27,2509,2064,Minor,21,Police,1,0,IL,VND0008,0
TXN0000230,POL000230,CUST00230,2019-07-30,2021-04-03,26954,563,Major,6,Police,0,0,TX,VND0004,1
TXN0000231,POL000231,CUST00231,2021-09-16,2019-07-19,27961,830,Major,12,Police,1,0,IL,VND0043,1
TXN0000232,POL000232,CUST00232,2023-08-05,2019-05-21,2021,4674,Major,19,Police,1,0,WA,VND0040,0
TXN0000233,POL000233,CUST00233,2022-03-30,2021-12-02,6101,3223,Minor,14,Ambulance,0,0,OH,VND0034,0
TXN0000234,POL000234,CUST00234,2021-12-27,2023-10-05,4208,1690,Moderate,10,Fire,1,0,MI,VND0005,0
TXN0000235,POL000235,CUST00235,2019-08-27,2022-01-04,2608,1664,Minor,4,Police,1,1,NC,VND0048,0
TXN0000236,POL000236,CUST00236,2024-03-16,2019-03-02,6083,678,Severe,1,Police,0,1,TX,VND0035,0
TXN0000237,POL000237,CUST00237,2021-01-23,2023-08-29,6746,4751,Major,16,Fire,0,0,CA,VND0042,0
TXN0000238,POL000238,CUST00238,2021-12-15,2022-10-18,2362,987,Moderate,23,Fire,0,1,NY,VND0019,0
TXN0000239,POL000239,CUST00239,2023-12-07,2020-09-14,49899,3917,Major,14,None,0,0,WA,VND0010,1
TXN0000240,POL000240,CUST00240,2022-06-15,2020-07-16,19459,1581,Minor,18,Ambulance,0,1,TX,VND0042,1
TXN0000241,POL000241,CUST00241,2023-01-15,2023-12-26,4971,2010,Moderate,16,Ambulance,1,0,CA,VND0003,0
TXN0000242,POL000242,CUST00242,2020-01-06,2021-08-28,6667,1732,Major,8,Ambulance,1,1,WA,VND0010,0
TXN0000243,POL000243,CUST00243,2021-07-12,2019-10-25,3929,4210,Minor,12,None,1,0,TX,VND0008,0
TXN0000244,POL000244,CUST00244,2021-12-20,2020-08-02,5627,647,Severe,6,Fire,1,0,NY,VND0005,0
TXN0000245,POL000245,CUST00245,2019-12-19,2020-06-28,4250,2085,Major,5,Police,0,1,NC,VND0028,0
TXN0000246,POL000246,CUST00246,2021-02-12,2021-03-28,6231,1757,Severe,14,Ambulance,0,1,CA,VND0012,0
TXN0000247,POL000247,CUST00247,2023-07-27,2020-12-09,2951,1728,Major,15,Police,0,1,TX,VND0049,0
TXN0000248,POL000248,CUST00248,2024-02-13,2022-01-16,2819,1368,Minor,23,Police,0,1,NC,VND0047,0
TXN0000249,POL000249,CUST00249,2023-07-11,2020-10-24,3072,4606,Moderate,5,None,1,0,CA,VND0009,0
TXN0000250,POL000250,CUST00250,2024-02-18,2022-07-24,6976,2203,Minor,6,Ambulance,0,1,NC,VND0042,0
TXN0000251,POL000251,CUST00251,2024-06-26,2021-09-30,4357,2381,Major,3,Ambulance,0,0,OH,VND0002,0
TXN0000252,POL000252,CUST00252,2020-02-03,2024-03-17,1237,2233,Minor,22,Ambulance,0,1,FL,VND0015,0
TXN0000253,POL000253,CUST00253,2023-09-14,2023-08-04,478,4910,Major,18,Ambulance,0,1,GA,VND0033,0
TXN0000254,POL000254,CUST00254,2022-05-29,2020-11-12,3727,2025,Minor,7,Fire,0,0,NY,VND0011,0
TXN0000255,POL000255,CUST00255,2023-09-20,2019-04-09,5678,2037,Minor,23,Police,0,1,WA,VND0004,0
TXN0000256,POL000256,CUST00256,2022-07-04,2022-04-03,3459,1975,Minor,16,Fire,0,0,IL,VND0008,0
TXN0000257,POL000257,CUST00257,2019-09-08,2020-11-24,4009,1971,Major,11,None,0,0,NC,VND0033,0
TXN0000258,POL000258,CUST00258,2022-02-03,2023-12-30,36933,903,Minor,9,None,0,1,FL,VND0012,1
TXN0000259,POL000259,CUST00259,2023-03-07,2021-04-08,38788,3219,Minor,13,Police,1,0,MI,VND0013,1
TXN0000260,POL000260,CUST00260,2019-09-07,2020-08-19,6378,613,Minor,2,Ambulance,0,0,FL,VND0011,0
TXN0000261,POL000261,CUST00261,2021-10-09,2020-11-26,13228,1516,Moderate,4,Fire,0,1,OH,VND0045,1
TXN0000262,POL000262,CUST00262,2022-08-05,2023-10-18,5171,1409,Severe,22,Ambulance,0,0,MI,VND0045,0
TXN0000263,POL000263,CUST00263,2021-07-20,2019-08-28,5513,1811,Moderate,4,Police,0,0,WA,VND0041,0
TXN0000264,POL000264,CUST00264,2023-05-23,2024-04-20,45846,3904,Minor,3,Police,0,0,NC,VND0001,1
TXN0000265,POL000265,CUST00265,2019-09-12,2020-04-27,540,3197,Minor,20,Police,0,1,GA,VND0013,0
TXN0000266,POL000266,CUST00266,2020-11-23,2023-09-12,3106,4958,Minor,22,Police,1,0,GA,VND0045,0
TXN0000267,POL000267,CUST00267,2024-03-24,2022-01-12,1162,2080,Moderate,19,Police,1,1,IL,VND0028,0
TXN0000268,POL000268,CUST00268,2021-10-29,2022-03-04,3670,4678,Minor,2,Fire,0,0,GA,VND0003,0
TXN0000269,POL000269,CUST00269,2019-12-30,2020-02-29,19515,702,Minor,20,Ambulance,0,1,OH,VND0013,1
TXN0000270,POL000270,CUST00270,2019-08-22,2023-01-04,38297,2768,Minor,6,None,0,0,OH,VND0042,1
TXN0000271,POL000271,CUST00271,2022-04-05,2022-08-09,29252,4094,Moderate,0,Ambulance,0,0,NY,VND0044,1
TXN0000272,POL000272,CUST00272,2024-02-11,2021-09-06,338,2893,Major,22,Police,0,1,NY,VND0022,0
TXN0000273,POL000273,CUST00273,2019-04-09,2021-07-22,31989,4699,Minor,6,Fire,1,1,TX,VND0008,1
TXN0000274,POL000274,CUST00274,2019-08-08,2022-04-28,3620,1915,Major,15,Fire,0,0,NC,VND0004,0
TXN0000275,POL000275,CUST00275,2021-01-23,2021-08-19,735,649,Moderate,1,Police,0,0,CA,VND0012,0
TXN0000276,POL000276,CUST00276,2020-02-23,2024-05-24,6020,3982,Major,4,None,0,1,TX,VND0040,0
TXN0000277,POL000277,CUST00277,2019-09-01,2019-04-08,5359,806,Minor,21,Ambulance,0,0,FL,VND0042,0
TXN0000278,POL000278,CUST00278,2020-08-22,2020-06-02,5023,3941,Major,14,Fire,0,0,TX,VND0013,0
TXN0000279,POL000279,CUST00279,2022-07-14,2023-09-19,1370,3800,Major,23,Fire,0,1,NC,VND0049,0
TXN0000280,POL000280,CUST00280,2023-07-16,2023-05-25,5610,4299,Severe,4,Fire,0,1,TX,VND0044,0
TXN0000281,POL000281,CUST00281,2020-09-06,2020-12-13,8676,2655,Major,21,Fire,0,1,IL,VND0050,1
TXN0000282,POL000282,CUST00282,2022-11-07,2021-10-27,2855,4529,Minor,20,Ambulance,0,1,NC,VND0038,0
TXN0000283,POL000283,CUST00283,2023-07-11,2019-03-10,202,1264,Severe,22,None,1,1,OH,VND0029,0
TXN0000284,POL000284,CUST00284,2019-01-15,2020-01-05,3797,2454,Major,1,Fire,0,0,OH,VND0050,0
TXN0000285,POL000285,CUST00285,2023-09-08,2024-03-25,5612,1048,Minor,2,Police,0,1,NY,VND0035,0
TXN0000286,POL000286,CUST00286,2020-01-04,2022-07-30,427,3950,Minor,12,None,1,0,IL,VND0042,0
TXN0000287,POL000287,CUST00287,2022-10-06,2019-04-02,10960,3714,Severe,2,Fire,0,1,NC,VND0021,1
TXN0000288,POL000288,CUST00288,2023-02-14,2023-05-25,2804,4128,Minor,1,Police,0,1,IL,VND0013,0
TXN0000289,POL000289,CUST00289,2023-08-24,2021-04-04,3678,3939,Major,19,Ambulance,0,0,GA,VND0029,0
TXN0000290,POL000290,CUST00290,2021-03-21,2022-03-02,42734,1888,Moderate,16,None,0,1,MI,VND0021,1
TXN0000291,POL000291,CUST00291,2022-08-16,2023-10-01,3098,806,Major,20,Fire,0,1,FL,VND0018,0
TXN0000292,POL000292,CUST00292,2019-02-22,2023-08-23,34858,4681,Minor,22,Fire,1,1,TX,VND0035,1
TXN0000293,POL000293,CUST00293,2021-06-15,2019-10-16,607,2717,Major,3,Fire,0,0,IL,VND0031,0
TXN0000294,POL000294,CUST00294,2024-04-18,2021-01-18,38873,924,Moderate,19,None,0,0,NY,VND0016,1
TXN0000295,POL000295,CUST00295,2019-11-15,2020-07-15,871,4671,Severe,1,None,0,1,TX,VND0013,0
TXN0000296,POL000296,CUST00296,2019-10-31,2024-01-23,4894,4974,Minor,8,None,0,1,NC,VND0028,0
TXN0000297,POL000297,CUST00297,2022-11-06,2023-05-01,5544,2504,Minor,7,Police,0,0,GA,VND0017,0
TXN0000298,POL000298,CUST00298,2021-10-21,2022-08-08,3158,3965,Minor,5,None,0,0,GA,VND0012,0
TXN0000299,POL000299,CUST00299,2021-07-02,2019-05-12,726,663,Minor,17,Fire,0,1,NC,VND0012,0
TXN0000300,POL000300,CUST00300,2020-05-13,2023-06-15,3026,919,Severe,2,None,1,0,IL,VND0034,0
TXN0000301,POL000301,CUST00301,2019-12-10,2022-02-14,6902,1744,Minor,19,None,1,0,OH,VND0021,0
TXN0000302,POL000302,CUST00302,2023-01-20,2020-07-16,8034,3453,Minor,20,Ambulance,1,0,FL,VND0018,1
TXN0000303,POL000303,CUST00303,2020-12-19,2021-06-21,3539,1100,Major,15,None,1,1,NC,VND0006,0
TXN0000304,POL000304,CUST00304,2023-04-08,2021-06-28,3857,653,Minor,1,Police,1,1,WA,VND0003,0
TXN0000305,POL000305,CUST00305,2021-06-08,2020-08-31,2443,3509,Minor,14,Ambulance,1,1,MI,VND0035,0
TXN0000306,POL000306,CUST00306,2021-03-08,2024-01-15,3178,3965,Major,15,Police,0,0,IL,VND0049,0
TXN0000307,POL000307,CUST00307,2020-04-06,2024-01-31,3407,3826,Moderate,8,Ambulance,0,1,CA,VND0017,0
TXN0000308,POL000308,CUST00308,2022-08-14,2019-04-27,3423,4096,Major,8,Fire,0,0,MI,VND0043,0
TXN0000309,POL000309,CUST00309,2020-07-25,2024-03-08,5080,4112,Moderate,11,None,0,1,OH,VND0031,0
TXN0000310,POL000310,CUST00310,2023-12-30,2021-04-05,15817,3210,Minor,23,Fire,0,0,NC,VND0016,1
TXN0000311,POL000311,CUST00311,2021-03-30,2023-06-09,563,2837,Moderate,0,None,0,1,NY,VND0029,0
TXN0000312,POL000312,CUST00312,2023-06-24,2023-04-30,243,4355,Major,12,Fire,1,1,MI,VND0007,0
TXN0000313,POL000313,CUST00313,2021-08-01,2022-05-01,2992,2066,Moderate,7,Police,1,1,MI,VND0017,0
TXN0000314,POL000314,CUST00314,2021-04-12,2023-02-16,6372,940,Major,13,Ambulance,0,0,CA,VND0037,0
TXN0000315,POL000315,CUST00315,2021-06-28,2022-10-14,450,3883,Moderate,0,Police,0,1,OH,VND0043,0
TXN0000316,POL000316,CUST00316,2021-06-05,2023-09-21,683,1741,Moderate,22,Ambulance,0,1,IL,VND0012,0
TXN0000317,POL000317,CUST00317,2021-08-19,2021-05-14,4818,4904,Major,10,Fire,0,0,GA,VND0046,0
TXN0000318,POL000318,CUST00318,2023-11-15,2023-02-07,3266,2363,Minor,23,None,0,1,FL,VND0031,0
TXN0000319,POL000319,CUST00319,2022-11-12,2024-06-03,1768,4333,Moderate,3,Fire,0,1,CA,VND0012,0
TXN0000320,POL000320,CUST00320,2019-03-10,2024-03-30,1610,691,Minor,14,Fire,0,1,FL,VND0039,0
TXN0000321,POL000321,CUST00321,2019-04-27,2019-11-08,4722,3466,Major,16,Ambulance,0,1,OH,VND0045,0
TXN0000322,POL000322,CUST00322,2019-02-15,2021-10-11,3761,2516,Moderate,19,None,0,0,FL,VND0014,0
TXN0000323,POL000323,CUST00323,2022-10-18,2021-11-04,4539,2581,Moderate,0,Police,0,1,IL,VND0006,0
TXN0000324,POL000324,CUST00324,2020-02-18,2022-06-21,2105,1693,Minor,15,Ambulance,0,0,NY,VND0015,0
TXN0000325,POL000325,CUST00325,2021-02-12,2022-08-06,3779,4870,Severe,3,Fire,1,0,GA,VND0038,0
TXN0000326,POL000326,CUST00326,2023-07-20,2023-09-13,6048,2267,Moderate,10,None,0,1,IL,VND0004,0
TXN0000327,POL000327,CUST00327,2019-09-22,2021-12-18,2352,4327,Minor,1,Ambulance,1,1,TX,VND0015,0
TXN0000328,POL000328,CUST00328,2019-11-04,2022-11-23,2895,2412,Minor,1,None,0,1,GA,VND0016,0
TXN0000329,POL000329,CUST00329,2019-06-09,2023-12-26,1313,717,Moderate,18,Fire,0,1,FL,VND0001,0
TXN0000330,POL000330,CUST00330,2020-07-26,2019-08-07,4543,4457,Minor,17,Fire,1,0,NY,VND0030,0
TXN0000331,POL000331,CUST00331,2019-06-29,2022-07-28,421,1332,Major,21,None,1,1,NC,VND0041,0
TXN0000332,POL000332,CUST00332,2022-06-16,2021-01-20,1892,1716,Major,16,Police,0,0,FL,VND0008,0
TXN0000333,POL000333,CUST00333,2023-01-18,2024-01-08,5048,4374,Minor,14,Ambulance,1,1,CA,VND0045,0
TXN0000334,POL000334,CUST00334,2020-01-05,2022-01-28,331,4521,Moderate,2,None,0,1,NY,VND0048,0
TXN0000335,POL000335,CUST00335,2021-11-18,2022-05-09,10797,4625,Minor,18,None,1,1,NY,VND0044,1
TXN0000336,POL000336,CUST00336,2020-08-31,2023-03-10,2948,2416,Minor,5,Ambulance,0,1,GA,VND0037,0
TXN0000337,POL000337,CUST00337,2019-06-11,2020-05-14,30711,3906,Moderate,2,Fire,1,1,NC,VND0023,1
TXN0000338,POL000338,CUST00338,2021-07-26,2022-01-10,3848,1975,Minor,17,None,1,1,CA,VND0011,0
TXN0000339,POL000339,CUST00339,2022-10-31,2023-04-16,41695,3831,Major,14,Police,1,1,NC,VND0046,1
TXN0000340,POL000340,CUST00340,2020-04-02,2023-04-25,3324,2761,Moderate,3,None,1,0,NC,VND0027,0
TXN0000341,POL000341,CUST00341,2023-05-01,2020-04-16,20486,733,Minor,13,Police,0,1,TX,VND0023,1
TXN0000342,POL000342,CUST00342,2024-06-14,2023-08-23,6741,2379,Severe,16,Ambulance,0,0,NY,VND0020,0
TXN0000343,POL000343,CUST00343,2019-04-23,2019-12-08,1562,2604,Moderate,11,Fire,0,1,NC,VND0011,0
TXN0000344,POL000344,CUST00344,2019-11-25,2020-06-30,5006,1658,Minor,17,None,1,1,OH,VND0020,0
TXN0000345,POL000345,CUST00345,2020-08-03,2023-10-01,2246,2185,Moderate,12,Ambulance,0,1,NY,VND0040,0
TXN0000346,POL000346,CUST00346,2023-09-02,2022-06-05,6970,2762,Severe,8,None,0,1,NC,VND0028,0
TXN0000347,POL000347,CUST00347,2019-10-13,2022-01-07,1922,723,Moderate,5,None,1,1,GA,VND0020,0
TXN0000348,POL000348,CUST00348,2021-08-01,2022-02-06,2206,1183,Moderate,6,None,0,1,OH,VND0006,0
TXN0000349,POL000349,CUST00349,2021-12-14,2024-05-14,5056,3950,Moderate,19,Police,1,0,CA,VND0021,0
TXN0000350,POL000350,CUST00350,2019-09-17,2020-04-15,36476,2083,Minor,8,Fire,1,0,GA,VND0011,1
TXN0000351,POL000351,CUST00351,2019-03-26,2020-09-06,1074,3237,Minor,17,Fire,0,0,TX,VND0020,0
TXN0000352,POL000352,CUST00352,2019-08-26,2021-09-24,3977,3046,Moderate,8,Police,0,1,WA,VND0008,0
TXN0000353,POL000353,CUST00353,2019-04-23,2023-09-08,2550,2980,Major,12,Police,1,1,TX,VND0048,0
TXN0000354,POL000354,CUST00354,2021-10-01,2022-01-20,4359,2360,Major,14,Police,0,1,CA,VND0009,0
TXN0000355,POL000355,CUST00355,2024-02-23,2023-01-11,3985,2674,Minor,11,None,1,0,NY,VND0007,0
TXN0000356,POL000356,CUST00356,2020-12-10,2023-07-14,6903,4207,Moderate,17,Fire,0,0,NY,VND0033,0
TXN0000357,POL000357,CUST00357,2020-05-30,2023-12-11,6548,4842,Minor,22,None,0,1,NY,VND0018,0
TXN0000358,POL000358,CUST00358,2020-04-15,2021-07-28,4647,1655,Moderate,20,None,0,1,WA,VND0050,0
TXN0000359,POL000359,CUST00359,2024-05-23,2021-07-22,4820,3512,Major,22,Police,1,0,FL,VND0021,0
TXN0000360,POL000360,CUST00360,2024-04-08,2019-06-26,6311,4863,Minor,0,None,0,0,MI,VND0033,0
TXN0000361,POL000361,CUST00361,2022-07-25,2019-06-25,1447,534,Major,18,Police,1,0,TX,VND0042,0
TXN0000362,POL000362,CUST00362,2021-07-19,2021-09-19,47354,4031,Moderate,17,Fire,1,1,GA,VND0050,1
TXN0000363,POL000363,CUST00363,2019-11-17,2023-02-27,39905,2735,Major,9,None,0,1,TX,VND0041,1
TXN0000364,POL000364,CUST00364,2024-02-08,2023-08-24,18807,4854,Major,7,Fire,0,1,FL,VND0029,1
TXN0000365,POL000365,CUST00365,2019-01-03,2021-04-14,6192,3102,Major,1,None,0,1,TX,VND0041,0
TXN0000366,POL000366,CUST00366,2019-11-26,2022-03-07,4956,4271,Major,20,Ambulance,1,1,NY,VND0015,0
TXN0000367,POL000367,CUST00367,2022-09-24,2023-07-04,2560,1247,Major,20,Police,0,0,IL,VND0044,0
TXN0000368,POL000368,CUST00368,2020-01-04,2020-10-16,3493,1139,Moderate,1,None,1,0,MI,VND0044,0
TXN0000369,POL000369,CUST00369,2019-08-06,2019-11-29,3529,4669,Minor,13,Police,1,0,NC,VND0020,0
TXN0000370,POL000370,CUST00370,2022-04-11,2024-02-07,6447,2869,Minor,13,Ambulance,0,1,GA,VND0004,0
TXN0000371,POL000371,CUST00371,2019-02-22,2022-01-15,6790,3012,Major,4,Fire,0,1,IL,VND0035,0
TXN0000372,POL000372,CUST00372,2020-06-25,2019-11-23,5686,1264,Minor,13,Police,1,1,FL,VND0006,0
TXN0000373,POL000373,CUST00373,2022-07-13,2020-06-03,4635,1520,Severe,19,Ambulance,1,1,FL,VND0001,0
TXN0000374,POL000374,CUST00374,2020-01-07,2020-11-01,908,4182,Moderate,7,Fire,0,0,TX,VND0048,0
TXN0000375,POL000375,CUST00375,2023-03-04,2020-02-22,6420,1864,Major,17,Police,0,0,GA,VND0029,0
TXN0000376,POL000376,CUST00376,2019-07-10,2021-06-10,44291,3128,Moderate,23,Ambulance,0,1,NC,VND0033,1
TXN0000377,POL000377,CUST00377,2022-05-15,2023-07-05,1334,1924,Severe,10,Police,0,1,OH,VND0045,0
TXN0000378,POL000378,CUST00378,2019-06-03,2023-02-04,673,1685,Minor,2,Ambulance,1,0,OH,VND0047,0
TXN0000379,POL000379,CUST00379,2023-01-08,2024-01-30,6644,1247,Moderate,7,Police,0,1,NY,VND0048,0
TXN0000380,POL000380,CUST00380,2023-02-20,2023-08-20,3554,4683,Major,3,None,1,1,WA,VND0007,0
TXN0000381,POL000381,CUST00381,2023-05-15,2020-10-01,1804,4730,Minor,8,None,0,1,MI,VND0017,0
TXN0000382,POL000382,CUST00382,2020-07-20,2019-05-12,749,1018,Minor,15,None,1,1,IL,VND0039,0
TXN0000383,POL000383,CUST00383,2020-04-19,2019-11-15,3001,2089,Major,4,None,0,0,NC,VND0002,0
TXN0000384,POL000384,CUST00384,2024-05-17,2023-05-24,5121,3037,Major,12,Police,1,0,NY,VND0012,0
TXN0000385,POL000385,CUST00385,2023-01-04,2020-11-28,6963,2224,Minor,23,Ambulance,0,0,TX,VND0026,0
TXN0000386,POL000386,CUST00386,2020-01-03,2022-12-31,3956,3744,Moderate,6,Police,1,0,FL,VND0018,0
TXN0000387,POL000387,CUST00387,2019-02-28,2021-07-22,4328,1671,Minor,21,Police,0,1,MI,VND0009,0
TXN0000388,POL000388,CUST00388,2020-12-12,2023-12-16,5884,764,Minor,7,Fire,0,1,IL,VND0045,0
TXN0000389,POL000389,CUST00389,2022-08-27,2021-10-31,17082,2016,Moderate,14,Fire,0,1,MI,VND0023,1
TXN0000390,POL000390,CUST00390,2021-01-22,2023-12-28,2102,3190,Minor,3,Fire,0,0,NY,VND0021,0
TXN0000391,POL000391,CUST00391,2023-06-10,2020-06-01,6944,1312,Moderate,6,Police,0,0,IL,VND0033,0
TXN0000392,POL000392,CUST00392,2021-09-30,2023-04-25,24298,4171,Minor,20,Fire,0,1,CA,VND0034,1
TXN0000393,POL000393,CUST00393,2024-06-12,2021-12-02,6524,555,Major,14,Police,0,0,NC,VND0025,0
TXN0000394,POL000394,CUST00394,2023-10-14,2020-01-31,998,803,Moderate,13,Police,0,0,NY,VND0045,0
TXN0000395,POL000395,CUST00395,2021-08-03,2020-04-28,32312,2789,Minor,12,Fire,0,0,CA,VND0015,1
TXN0000396,POL000396,CUST00396,2023-08-03,2020-10-06,6215,2805,Severe,5,Police,1,0,FL,VND0044,0
TXN0000397,POL000397,CUST00397,2021-06-18,2019-11-21,4773,1826,Major,22,None,0,0,GA,VND0044,0
TXN0000398,POL000398,CUST00398,2019-01-20,2024-03-09,1390,1663,Minor,9,None,0,0,MI,VND0001,0
TXN0000399,POL000399,CUST00399,2020-09-10,2020-03-17,6285,814,Severe,0,None,1,1,WA,VND0038,0
TXN0000400,POL000400,CUST00400,2021-04-01,2022-04-30,896,3483,Minor,21,Police,0,0,FL,VND0008,0
TXN0000401,POL000401,CUST00401,2024-05-13,2022-03-06,4839,2205,Minor,1,Fire,0,1,OH,VND0025,0
TXN0000402,POL000402,CUST00402,2023-07-20,2021-12-31,1594,1034,Moderate,21,None,1,1,IL,VND0046,0
TXN0000403,POL000403,CUST00403,2019-10-22,2022-06-27,680,2299,Minor,6,Ambulance,1,1,NC,VND0010,0
TXN0000404,POL000404,CUST00404,2019-01-01,2024-01-27,46755,4716,Major,1,Fire,0,1,GA,VND0029,1
TXN0000405,POL000405,CUST00405,2021-11-27,2024-05-11,5962,1675,Moderate,5,None,0,0,CA,VND0039,0
TXN0000406,POL000406,CUST00406,2021-12-07,2023-11-05,919,4526,Major,15,Fire,1,0,TX,VND0025,0
TXN0000407,POL000407,CUST00407,2023-01-15,2021-07-25,833,1664,Minor,13,None,1,1,OH,VND0004,0
TXN0000408,POL000408,CUST00408,2020-06-04,2023-01-14,4378,1336,Minor,3,Police,0,1,OH,VND0004,0
TXN0000409,POL000409,CUST00409,2023-06-19,2020-01-23,30050,1672,Moderate,7,Ambulance,0,0,MI,VND0026,1
TXN0000410,POL000410,CUST00410,2021-04-08,2023-11-21,5274,1954,Minor,5,Police,1,1,MI,VND0002,0
TXN0000411,POL000411,CUST00411,2020-11-02,2020-02-11,6426,1042,Severe,15,None,1,1,CA,VND0001,0
TXN0000412,POL000412,CUST00412,2021-04-23,2019-08-31,5307,3144,Major,20,Fire,0,1,OH,VND0048,0
TXN0000413,POL000413,CUST00413,2024-03-10,2023-08-06,11597,2000,Major,6,Police,0,1,IL,VND0027,1
TXN0000414,POL000414,CUST00414,2021-02-25,2023-03-16,1492,3731,Major,21,None,0,1,IL,VND0024,0
TXN0000415,POL000415,CUST00415,2022-01-30,2019-10-19,17806,2709,Minor,9,None,0,1,CA,VND0006,1
TXN0000416,POL000416,CUST00416,2023-11-26,2024-05-07,619,2491,Minor,1,None,0,1,MI,VND0040,0
TXN0000417,POL000417,CUST00417,2019-02-06,2019-08-27,16883,2619,Moderate,7,Fire,0,1,TX,VND0026,1
TXN0000418,POL000418,CUST00418,2021-12-12,2019-04-23,3251,1203,Major,20,Police,0,1,WA,VND0012,0
TXN0000419,POL000419,CUST00419,2022-11-22,2024-04-17,5263,3707,Moderate,19,Police,0,0,WA,VND0038,0
TXN0000420,POL000420,CUST00420,2023-12-19,2020-04-06,1576,968,Minor,17,Police,1,1,MI,VND0012,0
TXN0000421,POL000421,CUST00421,2019-05-04,2020-04-30,5383,3746,Major,9,Police,1,1,TX,VND0026,0
TXN0000422,POL000422,CUST00422,2022-12-29,2023-05-28,22771,4998,Minor,18,Police,1,1,IL,VND0029,1
TXN0000423,POL000423,CUST00423,2023-05-30,2022-05-18,15317,3937,Moderate,17,Ambulance,1,0,CA,VND0014,1
TXN0000424,POL000424,CUST00424,2020-12-05,2021-11-24,37453,2549,Minor,19,None,1,1,GA,VND0044,1
TXN0000425,POL000425,CUST00425,2023-02-06,2024-06-21,648,1915,Moderate,13,Ambulance,0,0,MI,VND0036,0
TXN0000426,POL000426,CUST00426,2021-09-17,2019-07-07,3255,4426,Moderate,12,Police,0,1,OH,VND0015,0
TXN0000427,POL000427,CUST00427,2022-08-13,2024-02-16,1972,1657,Major,23,Ambulance,1,0,CA,VND0008,0
TXN0000428,POL000428,CUST00428,2021-02-21,2020-07-06,971,2670,Major,22,Police,0,1,NY,VND0017,0
TXN0000429,POL000429,CUST00429,2019-12-22,2022-06-18,36290,3968,Minor,12,Fire,0,1,TX,VND0024,1
TXN0000430,POL000430,CUST00430,2023-07-21,2020-10-26,4059,4650,Major,4,None,1,0,IL,VND0028,0
TXN0000431,POL000431,CUST00431,2020-03-10,2020-08-25,784,4644,Major,9,Police,0,1,NY,VND0021,0
TXN0000432,POL000432,CUST00432,2020-01-12,2020-10-20,1461,894,Major,12,None,1,1,MI,VND0003,0
TXN0000433,POL000433,CUST00433,2023-11-14,2022-02-10,761,4542,Severe,16,Fire,0,0,FL,VND0034,0
TXN0000434,POL000434,CUST00434,2024-02-23,2023-11-12,4817,1013,Major,7,Ambulance,0,0,NY,VND0019,0
TXN0000435,POL000435,CUST00435,2022-05-07,2019-08-28,33657,3130,Minor,1,Fire,1,0,FL,VND0017,1
TXN0000436,POL000436,CUST00436,2022-03-10,2022-09-05,683,4683,Moderate,19,Police,1,1,MI,VND0028,0
TXN0000437,POL000437,CUST00437,2020-12-25,2023-10-08,42352,3446,Moderate,22,Fire,0,1,FL,VND0042,1
TXN0000438,POL000438,CUST00438,2022-05-12,2023-01-29,6836,4763,Moderate,1,Fire,0,0,WA,VND0001,0
TXN0000439,POL000439,CUST00439,2022-05-07,2024-06-05,1939,2049,Severe,7,Ambulance,0,0,GA,VND0049,0
TXN0000440,POL000440,CUST00440,2021-11-03,2019-02-11,4854,1916,Moderate,10,Police,0,1,NY,VND0032,0
TXN0000441,POL000441,CUST00441,2022-08-07,2021-01-11,3385,1967,Moderate,18,None,0,0,OH,VND0028,0
TXN0000442,POL000442,CUST00442,2022-01-17,2021-05-22,1435,2098,Severe,18,Ambulance,0,1,TX,VND0003,0
TXN0000443,POL000443,CUST00443,2023-10-31,2021-12-25,2290,3572,Major,8,None,0,0,WA,VND0036,0
TXN0000444,POL000444,CUST00444,2022-09-02,2020-10-14,295,2536,Minor,7,None,0,1,WA,VND0036,0
TXN0000445,POL000445,CUST00445,2021-02-12,2020-06-06,5279,3818,Severe,9,Ambulance,0,1,FL,VND0029,0
TXN0000446,POL000446,CUST00446,2022-08-07,2023-09-21,2474,2372,Moderate,5,Police,0,1,TX,VND0041,0
